disease_id,disease_group,icd_code,disease,icd_name,share_outpatient,share_oneday,share_inpatient,top1_code,top2_code,top3_code,top1_share,top2_share,top3_share,n_total,n_Female_25-44_Low,n_Female_25-44_Med,n_Female_25-44_High,n_Female_45-64_Low,n_Female_45-64_Med,n_Female_45-64_High,n_Female_65+_Low,n_Female_65+_Med,n_Female_65+_High,n_Male_25-44_Low,n_Male_25-44_Med,n_Male_25-44_High,n_Male_45-64_Low,n_Male_45-64_Med,n_Male_45-64_High,n_Male_65+_Low,n_Male_65+_Med,n_Male_65+_High
230,"Biliary tract, gallbladder and pancreatic diseases",K80 K81 K83,"Cholelithiasis, Cholecystitis, Other diseases of biliary tract","Cholelithiasis, Cholecystitis, Other diseases of biliary tract",0.237027,0.117847,0.645126,K80,K81,K83,0.65,0.26,0.05,135934,7638,8840,9786,14683,11784,7350,9917,8817,7103,2646,2598,2435,6002,6925,6856,7865,7967,6722
231,"Biliary tract, gallbladder and pancreatic diseases",K85 K86 Z76,"Acute pancreatitis, Other diseases of pancreas, Persons encountering health services in other circumstances","Acute pancreatitis, Other diseases of pancreas, Persons encountering health services in other circumstances",0.288234,0.055563,0.656203,K85,K86,Z76,0.76,0.22,0.01,18512,473,488,453,1289,947,535,1398,1187,975,861,465,299,1977,1486,1141,1639,1597,1302
232,Kidney diseases (including dialysis),N00-N08,Glomerular diseases,Glomerular diseases,0.770065,0.033056,0.19688,N39,N05,N02,0.31,0.26,0.12,10314,335,365,430,744,645,359,620,457,484,345,281,259,865,817,619,945,929,815
233,Kidney diseases (including dialysis),N10-N16,Renal tubulo-interstitial diseases,Renal tubulo-interstitial diseases,0.489678,0.066746,0.443575,N13,N10,N39,0.57,0.17,0.05,22854,1005,1254,1452,1843,1434,823,1975,1659,1588,369,317,251,887,934,849,2033,2148,2033
234,Kidney diseases (including dialysis),N18 N19 Z49,"Chronic kidney disease (CKD), Unspecified kidney failure, Encounter for care involving renal dialysis","Chronic kidney disease (CKD), Unspecified kidney failure, Encounter for care involving renal dialysis",0.701896,0.157281,0.140822,N18,N19,Z49,0.70,0.10,0.09,92015,659,712,825,4442,3585,2084,10929,10647,8755,705,460,335,3792,3262,2707,13596,13128,11392
235,Kidney diseases (including dialysis),N17 Z76,"Acute kidney failure, Persons encountering health services in other circumstances","Acute kidney failure, Persons encountering health services in other circumstances",0.479018,0.013394,0.507588,N17,N19,N14,0.91,0.01,0.01,30398,203,219,208,1060,671,398,3464,3475,2763,452,230,157,1792,1235,885,5188,4324,3674
236,Kidney diseases (including dialysis),N25-N29,Other disorders of kidney and ureter,Other disorders of kidney and ureter,0.831839,0.076623,0.091538,N28,Z03,N19,0.65,0.05,0.03,26064,637,681,744,2000,1558,885,1988,1583,1603,592,462,412,1889,1716,1524,2637,2654,2499
237,Urinary tract diseases,N10-N16,Renal tubulo-interstitial diseases,Renal tubulo-interstitial diseases,0.466588,0.150449,0.382962,N13,N39,Q62,0.80,0.11,0.04,1745,,65,108,123,111,74,171,105,142,,,,90,85,94,155,210,212
238,Urinary tract diseases,N25-N29,Other disorders of kidney and ureter,Other disorders of kidney and ureter,0.625882,0.12127,0.252849,N28,S37,N39,0.53,0.18,0.15,2560,107,101,138,245,187,122,213,155,155,59,,,149,125,140,195,240,229
239,Urinary tract diseases,N39 N30 N31,"Other disorders of urinary system, Cystitis, Neuromuscular dysfunction of bladder, NEC","Other disorders of urinary system, Cystitis, Neuromuscular dysfunction of bladder, NEC",0.791428,0.051077,0.157495,N39,N30,N31,0.46,0.23,0.10,190994,6652,7034,7867,16806,13174,7489,21255,20190,17948,2440,1780,1540,6919,5948,5505,16548,15746,16153
240,Urinary tract diseases,N35 N36 N99,"Urethral stricture, Other disorders of urethra, Intraop and postproc comp and disorders of GU sys, NEC","Urethral stricture, Other disorders of urethra, Intraop and postproc comp and disorders of GU sys, NEC",0.637625,0.116114,0.246261,N35,N36,N34,0.66,0.16,0.06,20858,164,230,283,800,656,385,905,730,764,930,945,889,1561,1496,1607,2829,2746,2938
241,Urinary tract stones,N20,Calculus of kidney and ureter,Calculus of kidney and ureter,0.59257,0.078791,0.328639,N20,Z03,R10,0.91,0.04,0.02,74661,2583,2687,2525,5021,3835,2209,2698,2164,1979,4943,4343,3276,7549,8662,7908,3690,4251,4338
242,Urinary tract stones,N21 T19 R31,"Calculus of lower urinary tract, Foreign body in genitourinary tract, Hematuria","Calculus of lower urinary tract, Foreign body in genitourinary tract, Hematuria",0.39533,0.100467,0.504203,N21,T19,R31,0.79,0.11,0.05,5588,52,,,132,87,57,184,194,149,111,69,56,354,349,329,1140,1101,1224
243,Disorders of the male genital organs,I86.1,Scrotal varices,Scrotal varices,0.733383,0.231587,0.03503,I86,R52,Z31,0.99,0.01,0.00,3406,,,,,,,,,,638,716,709,324,366,351,100,96,106
244,Disorders of the male genital organs,N41,Inflammatory diseases of prostate,Inflammatory diseases of prostate,0.858887,0.021662,0.119451,N41,N39,N50,0.93,0.03,0.01,22639,,,,,,,,,,921,967,927,2608,3296,4076,2747,3311,3786
245,Disorders of the male genital organs,N42,Other and unspecified disorders of prostate,Other and unspecified disorders of prostate,0.850976,0.046453,0.102571,N42,N50,D29,0.81,0.09,0.05,8679,,,,,,,,,,190,151,192,713,941,1233,1406,1671,2182
246,Disorders of the male genital organs,N43,Hydrocele and spermatocele,Hydrocele and spermatocele,0.573506,0.350685,0.07581,N43,N50,Z76,0.95,0.03,0.00,20360,,,,,,,,,,1168,1432,1361,2688,3362,3238,2211,2569,2331
248,Disorders of the male genital organs,N45,Orchitis and epididymitis,Orchitis and epididymitis,0.885535,0.067051,0.047414,N50,R52,D29,0.42,0.35,0.08,15541,,,,,,,,,,2243,2314,2197,1952,2193,2273,728,801,840
249,Disorders of the male genital organs,N47,Disorders of prepuce,Disorders of prepuce,0.690706,0.289397,0.019898,N47,N48,Q55,0.79,0.13,0.07,24724,,,,,,,,,,2571,2743,2484,2252,2778,2847,2849,3041,3159
250,Disorders of the male genital organs,N48,Other disorders of penis,Other disorders of penis,0.904695,0.055906,0.039398,N48,F52,D29,0.60,0.32,0.03,38916,,,,,,,,,,3488,2474,2163,6707,6286,6384,3455,3728,4231
251,Disorders of the male genital organs,N50,Other and unspecified disorders of male genital organs,Other and unspecified disorders of male genital organs,0.884305,0.028846,0.086849,N45,N49,N39,0.95,0.04,0.01,17304,,,,,,,,,,2086,2170,1774,2248,2329,2057,1626,1556,1458
252,Disorders of the female genital organs,N73 N70 N71,"Other female pelvic inflammatory diseases, Salpingitis and oophoritis, Inflammatory disease of uterus, except cervix","Other female pelvic inflammatory diseases, Salpingitis and oophoritis, Inflammatory disease of uterus, except cervix",0.658121,0.028314,0.313565,N73,N70,R10,0.64,0.12,0.06,6219,1612,1468,1621,564,509,392,53,,,,,,,,,,,
253,Disorders of the female genital organs,N89 N90 L90,"Other noninflammatory disorders of vagina, Other noninflammatory disorders of vulva and perineum, Atrophic disorders of skin","Other noninflammatory disorders of vagina, Other noninflammatory disorders of vulva and perineum, Atrophic disorders of skin",0.892966,0.082231,0.024803,N89,N90,L90,0.21,0.17,0.14,86180,7692,9483,13825,13572,11943,8429,7863,6629,6744,,,,,,,,,
254,Disorders of the female genital organs,N80,Endometriosis,Endometriosis,0.748724,0.097474,0.153803,N80,N94,N92,0.90,0.06,0.01,17102,3047,4335,6508,985,1096,1131,,,,,,,,,,,,
255,Disorders of the female genital organs,N81,Female genital prolapse,Female genital prolapse,0.733694,0.034229,0.232077,N81,N39,R32,0.78,0.11,0.05,98164,4461,5517,6802,17783,14010,6763,16722,13501,12605,,,,,,,,,
256,Disorders of the female genital organs,N83,"Noninflammatory disord of ovary, fallop and broad ligament","Noninflammatory disord of ovary, fallop and broad ligament",0.646988,0.104304,0.248708,N83,D27,D28,0.46,0.31,0.15,51701,6556,7474,9554,7288,6527,4911,3473,2955,2963,,,,,,,,,
258,Disorders of the female genital organs,N89,Other noninflammatory disorders of vagina,Other noninflammatory disorders of vagina,0.984623,0.009777,0.005599,N89,B37,N76,0.68,0.14,0.08,17956,3375,3534,4566,1836,1583,1279,617,563,603,,,,,,,,,
259,Disorders of the female genital organs,N92,"Excessive, frequent and irregular menstruation","Excessive, frequent and irregular menstruation",0.805571,0.136384,0.058045,N92,N94,N95,0.48,0.23,0.15,249810,33300,37533,45404,43712,39688,27649,8613,6978,6933,,,,,,,,,
260,Disorders of the female genital organs,N94.30 N94.9,"Premenstrual tension syndrome, Unsp cond assoc w female genital organs and menstrual cycle","Premenstrual tension syndrome, Unsp cond assoc w female genital organs and menstrual cycle",0.980804,0.012677,0.006519,N94,N95,G43,0.97,0.02,0.00,2025,447,571,604,125,147,131,,,,,,,,,,,,
261,Disorders of the female genital organs,N95,Menopausal and other perimenopausal disorders,Menopausal and other perimenopausal disorders,0.992774,0.004881,0.002345,N95,R23,N92,0.71,0.13,0.07,17910,680,871,1057,4649,4508,4191,738,573,643,,,,,,,,,
262,"Fertility care, pregnancy, childbirth and postnatal care",N46,Male infertility,Male infertility,0.849581,0.135333,0.015086,N46,Z31,Z76,0.61,0.14,0.10,7923,,,,,,,,,,2086,2301,2375,401,347,413,,,
263,Eczema,L20,Atopic dermatitis,Atopic dermatitis,0.987246,0.008397,0.004357,L20,L30,L98,0.96,0.03,0.00,40060,2751,3584,5396,3045,2853,2230,1348,1181,1276,2451,2224,2195,1790,2051,2287,924,1063,1411
264,Eczema,L23 L25,"Allergic contact dermatitis, Unspecified contact dermatitis,","Allergic contact dermatitis, Unspecified contact dermatitis,",0.970232,0.028954,0.000814,L23,L25,L24,0.69,0.26,0.02,27149,1546,2052,2917,3270,3078,2316,1642,1314,1497,739,806,629,1020,1213,1102,558,667,783
265,Eczema,L21,Seborrheic dermatitis,Seborrheic dermatitis,0.998703,0.001015,0.000282,L21,Z76,L98,0.99,0.00,0.00,31560,1168,1362,2107,2002,1748,1362,1840,1563,1682,1882,1569,1739,1696,1855,2496,1563,1754,2172
266,Eczema,L30,Other and unspecified dermatitis,Other and unspecified dermatitis,0.996306,0.002562,0.001132,L30,L24,I83,0.88,0.04,0.03,145222,5123,6302,8277,11174,9864,6512,10147,9336,9137,4911,4734,4055,8476,9080,9161,8453,9551,10929
267,Eczema,L27,Dermatitis due to substances taken internally,Dermatitis due to substances taken internally,0.952406,0.034061,0.013534,L27,T88,L51,0.82,0.03,0.02,11461,259,294,405,829,712,487,1082,896,1036,176,171,122,554,646,582,925,1116,1169
268,Eczema,L29 L28,"Pruritus, Lichen simplex chronicus and prurigo","Pruritus, Lichen simplex chronicus and prurigo",0.995579,0.003184,0.001236,L28,L29,O99,0.49,0.47,0.01,35080,1439,1411,1606,3062,2290,1460,2836,2697,2289,1205,759,552,2494,1960,1631,2650,2388,2351
269,Chronic skin ulcers and pressure ulcers,L80-L99,Other disorders of the skin and subcutaneous tissue,Other disorders of the skin and subcutaneous tissue,0.916936,0.021944,0.06112,L97,I83,L89,0.55,0.20,0.16,34717,209,196,195,1160,835,426,5691,6410,4709,451,303,134,1965,1286,767,3850,3084,3046
270,Other skin disorders,L02,"Cutaneous abscess, furuncle and carbuncle","Cutaneous abscess, furuncle and carbuncle",0.636714,0.065269,0.298017,L02,M79,M71,0.53,0.15,0.10,21717,1181,1223,1434,1480,1162,786,992,925,796,1774,1148,801,1973,1542,1206,1201,1095,998
271,Other skin disorders,L03,Cellulitis and acute lymphangitis,Cellulitis and acute lymphangitis,0.696642,0.019497,0.283861,L03,M65,L08,0.90,0.09,0.00,8468,300,316,357,745,534,348,472,450,347,508,442,284,804,800,517,384,424,436
272,Other skin disorders,L08,Other local infections of skin and subcutaneous tissue,Other local infections of skin and subcutaneous tissue,0.621389,0.041406,0.337205,L08,A46,L03,0.36,0.20,0.17,75083,2749,2879,3308,4803,3837,2371,5165,5436,4254,3936,3033,2244,5887,5303,4188,5716,5136,4838
273,Other skin disorders,L10-L14,Bullous disorders,Bullous disorders,0.994636,0.002429,0.002935,L98,L30,L43,0.15,0.10,0.09,72768,2811,3510,4584,6617,6048,3997,5313,4551,4621,2464,2514,2290,3521,4276,4644,3167,3555,4285
274,Other skin disorders,L40-L45,Papulosquamous disorders,Papulosquamous disorders,0.977262,0.021383,0.001354,L40,L43,L41,0.90,0.03,0.02,75249,2604,3383,4312,6072,5221,3296,4148,3633,3597,3922,4164,3567,5297,5762,5889,2991,3546,3845
275,Other skin disorders,L70 L71 L73,"Acne, Rosacea, Other follicular disorders","Acne, Rosacea, Other follicular disorders",0.996132,0.002696,0.001172,L70,L71,L73,0.61,0.27,0.09,76856,7990,9153,13093,5833,5355,4359,2333,1834,2101,4166,3046,2974,2669,2946,3430,1450,1837,2287
276,Other skin disorders,L64 L60 L65,"Androgenic alopecia, Nail disorders, Other nonscarring hair loss","Androgenic alopecia, Nail disorders, Other nonscarring hair loss",0.999736,0.000215,0.000049,L60,L64,L63,0.19,0.19,0.18,51487,4726,4804,6346,5492,4933,3870,2924,2236,2753,2861,1957,1926,1497,1394,1635,590,659,884
277,Other skin disorders,L80-L99,Other disorders of the skin and subcutaneous tissue,Other disorders of the skin and subcutaneous tissue,0.996516,0.001006,0.002478,L81,L80,L30,0.73,0.21,0.01,39731,2925,3174,4594,4329,4193,3287,1958,1631,1920,1412,1294,1424,1434,1525,2215,610,771,1035
279,Inflammatory polyarthropathies (rheumatic diseases),M13 M06 M05,"Other arthritis, Other rheumatoid arthritis, Rheumatoid arthritis with rheumatoid factor","Other arthritis, Other rheumatoid arthritis, Rheumatoid arthritis with rheumatoid factor",0.890043,0.037492,0.072465,M13,M06,M05,0.63,0.22,0.07,73383,2124,2521,2684,7092,5927,3501,5859,5119,4790,1917,2137,1682,4792,5515,4226,4449,4790,4258
280,Inflammatory polyarthropathies (rheumatic diseases),M77,Other enthesopathies,Other enthesopathies,0.669617,0.296931,0.033452,M77,M76,M24,0.87,0.04,0.02,7164,280,421,657,476,487,437,103,82,100,592,778,901,339,531,703,65,91,121
281,Inflammatory polyarthropathies (rheumatic diseases),M12 M21 M79,"Other and unspecified arthropathy, Other acquired deformities of limbs, Oth and unsp soft tissue disorders, not elsewhere classified","Other and unspecified arthropathy, Other acquired deformities of limbs, Oth and unsp soft tissue disorders, not elsewhere classified",0.846816,0.056003,0.097182,M12,M21,M79,0.58,0.28,0.10,3748,126,168,168,438,344,227,373,308,351,57,80,61,198,251,166,140,171,121
282,Inflammatory polyarthropathies (rheumatic diseases),M10 M11,"Gout, Other crystal arthropathies","Gout, Other crystal arthropathies",0.955609,0.002271,0.04212,M10,M11,Z76,0.89,0.10,0.00,37898,64,,,684,485,251,2617,2550,2061,963,993,811,3803,3969,3418,5378,5293,4558
283,Inflammatory polyarthropathies (rheumatic diseases),L40 M07,"Psoriasis, Enteropathic arthropathies","Psoriasis, Enteropathic arthropathies",0.982755,0.008588,0.008657,L40,M07,M13,0.78,0.19,0.02,9349,349,456,489,938,810,491,302,249,268,464,610,499,730,959,908,239,273,315
284,Osteoarthritis,M16 M19 M18,"Osteoarthritis of hip, Other and unspecified osteoarthritis, Osteoarthritis of first carpometacarpal joint","Osteoarthritis of hip, Other and unspecified osteoarthritis, Osteoarthritis of first carpometacarpal joint",0.654439,0.035124,0.310437,M16,M19,M18,0.50,0.45,0.02,265747,2529,3128,3431,23813,19710,11616,34798,31229,32233,2920,3229,2640,12622,15290,13541,15667,17934,19417
285,Osteoarthritis,M17,Osteoarthritis of knee,Osteoarthritis of knee,0.736348,0.040858,0.222793,M17,M19,M25,0.98,0.00,0.00,296330,2196,2492,2738,28226,23526,13772,34941,29699,29056,2751,3362,2756,16936,23767,21581,17164,20320,21047
286,Osteoarthritis,M15,Polyosteoarthritis,Polyosteoarthritis,0.995325,0.003749,0.000926,M15,M19,Z76,0.98,0.02,0.00,34075,239,245,169,6132,4434,2088,4839,3749,3825,90,104,57,1630,1681,1124,1167,1248,1254
287,Degenerative disorders of the spine (hernia),M45-M49,Spondylopathies,Spondylopathies,0.894114,0.0095,0.096386,M48,M47,M51,0.37,0.36,0.05,148247,2720,3042,3211,12247,9150,4717,16363,14682,14081,2783,2684,1962,9790,9538,6895,11026,11659,11697
288,Degenerative disorders of the spine (hernia),M50-M54,Other dorsopathies,Other dorsopathies,0.895199,0.014602,0.090199,M54,M51,M50,0.69,0.18,0.04,428931,20704,22194,23394,44289,35682,20350,22134,17838,18166,20250,19918,14412,34687,37717,29314,14588,16300,16994
289,Degenerative disorders of the spine (hernia),M96.1 M96.9,"Postlaminectomy syndrome, not elsewhere classified,","Postlaminectomy syndrome, not elsewhere classified,",0.892814,0.007168,0.100017,M96,T84,Z00,0.91,0.06,0.01,8128,296,323,255,1020,683,296,506,401,414,325,261,112,990,781,379,393,353,340
290,Osteoporosis,M81 M85 Z03,"Osteoporosis without current pathological fracture, Other disorders of bone density and structure, Encntr for medical obs for susp diseases and cond ruled out","Osteoporosis without current pathological fracture, Other disorders of bone density and structure, Encntr for medical obs for susp diseases and cond ruled out",0.964443,0.020494,0.015064,M81,M85,Z03,0.72,0.13,0.10,81394,475,542,682,9249,7833,4739,13660,11901,12112,311,299,194,2766,2854,2422,3581,3840,3934
291,Osteoporosis,M80,Osteoporosis with current pathological fracture,Osteoporosis with current pathological fracture,0.93235,0.007902,0.059748,M80,M48,M54,0.96,0.02,0.00,8025,,,,373,253,113,1807,1900,1505,,,,140,127,100,578,575,554
292,Internal derangement of the knee,S83 M23 S89,"Dislocation and sprain of joints and ligaments of knee, Internal derangement of knee, Other and unspecified injuries of lower leg","Dislocation and sprain of joints and ligaments of knee, Internal derangement of knee, Other and unspecified injuries of lower leg",0.483183,0.436342,0.080475,S83,M23,S89,0.50,0.40,0.09,241218,6927,9190,13019,22292,21162,14299,6129,4388,5009,14934,19485,17264,17773,27454,27088,3639,5216,5950
293,Internal derangement of the knee,M22 M25 M67,"Disorder of patella, Other joint disorder, not elsewhere classified, Other disorders of synovium and tendon","Disorder of patella, Other joint disorder, not elsewhere classified, Other disorders of synovium and tendon",0.932951,0.049485,0.017564,M22,M25,M67,0.76,0.20,0.01,48301,3584,3888,4824,4690,3930,2571,1150,994,935,3570,3750,3251,2851,3155,2874,674,781,829
294,Soft tissue rheumatism,J95-J99,Other diseases of the respiratory system,Other diseases of the respiratory system,0.856022,0.062777,0.081201,M35,M34,J84,0.55,0.17,0.11,1863,67,76,75,246,199,107,214,132,160,,,,109,128,82,76,106,86
295,Soft tissue rheumatism,M35 M31 M32,"Other systemic involvement of connective tissue, Other necrotizing vasculopathies, Systemic lupus erythematosus (SLE)","Other systemic involvement of connective tissue, Other necrotizing vasculopathies, Systemic lupus erythematosus (SLE)",0.904187,0.01866,0.077153,M35,M31,I77,0.59,0.17,0.06,43269,1502,1617,1692,3417,2910,1856,5145,4231,4585,525,443,344,1504,1850,1609,2997,3531,3511
296,Soft tissue rheumatism,M34 L94,"Systemic sclerosis [scleroderma], Other localized connective tissue disorders","Systemic sclerosis [scleroderma], Other localized connective tissue disorders",0.796186,0.052443,0.151371,M34,L94,M35,0.89,0.09,0.00,1267,,64,70,185,161,101,150,95,134,,,,79,73,,50,54,51
297,Soft tissue rheumatism,M65 M77 M70,"Synovitis and tenosynovitis, Other enthesopathies, Soft tissue disorders related to use, overuse and pressure","Synovitis and tenosynovitis, Other enthesopathies, Soft tissue disorders related to use, overuse and pressure",0.879004,0.109922,0.011074,M65,M77,M70,0.68,0.17,0.08,49918,1830,1988,1961,7849,6147,2954,3647,3048,2761,1074,1018,630,2973,3303,2307,1891,2381,2156
298,Soft tissue rheumatism,M67,Other disorders of synovium and tendon,Other disorders of synovium and tendon,0.724648,0.263176,0.012176,M67,S60,M70,0.99,0.00,0.00,3177,272,324,326,382,283,184,118,80,90,184,181,110,141,204,124,52,58,64
299,Soft tissue rheumatism,M75 M70 M71,"Shoulder lesions, Soft tissue disorders related to use, overuse and pressure, Other bursopathies","Shoulder lesions, Soft tissue disorders related to use, overuse and pressure, Other bursopathies",0.853213,0.053789,0.092998,M75,M70,M71,0.76,0.15,0.04,272500,7063,8475,8716,32179,27762,16073,17694,14367,14258,6450,6928,5497,21252,25951,21190,11892,13635,13118
300,Soft tissue rheumatism,M77 M76 S76,"Other enthesopathies, Enthesopathies, lower limb, excluding foot, Injury of muscle, fascia and tendon at hip and thigh level","Other enthesopathies, Enthesopathies, lower limb, excluding foot, Injury of muscle, fascia and tendon at hip and thigh level",0.929858,0.05566,0.014482,M77,M76,M67,0.66,0.19,0.05,106592,4325,5248,6204,14076,12214,7106,4599,3488,3703,4250,4976,4525,6930,8552,8064,2238,2755,3339
301,Soft tissue rheumatism,M79,"Oth and unsp soft tissue disorders, not elsewhere classified","Oth and unsp soft tissue disorders, not elsewhere classified",0.999058,0.000591,0.00035,M79,M25,Z03,0.99,0.01,0.00,29876,5125,4530,3045,7148,4713,1970,574,325,316,482,334,127,618,407,162,,,
302,Other musculoskeletal disorders,M00-M03,Infectious arthropathies,Infectious arthropathies,0.729494,0.0098,0.260706,M02,M00,A69,0.44,0.25,0.11,5310,187,237,313,309,301,205,318,280,269,268,254,231,353,387,370,352,362,314
303,Other musculoskeletal disorders,M25 M79 M72,"Other joint disorder, not elsewhere classified, Oth and unsp soft tissue disorders, not elsewhere classified, Fibroblastic disorders","Other joint disorder, not elsewhere classified, Oth and unsp soft tissue disorders, not elsewhere classified, Fibroblastic disorders",0.902905,0.043163,0.053932,M25,M79,M24,0.68,0.19,0.04,155619,10779,11992,12752,20052,16324,9675,5839,4732,4716,7720,7488,6369,9113,9988,8005,3175,3393,3507
305,Other musculoskeletal disorders,M20,Acquired deformities of fingers and toes,Acquired deformities of fingers and toes,0.549738,0.270225,0.180037,M20,M19,M79,0.99,0.00,0.00,58592,2295,3016,3904,7381,7161,4904,5783,4809,5655,939,914,767,1894,2255,1967,1451,1591,1906
306,Other musculoskeletal disorders,M40-M43,Deforming dorsopathies,Deforming dorsopathies,0.926271,0.003874,0.069855,M41,M43,M40,0.59,0.27,0.08,19773,960,1061,1138,2184,1838,1016,1760,1449,1595,790,698,509,1072,1083,805,522,584,709
309,Other musculoskeletal disorders,M86,Osteomyelitis,Osteomyelitis,0.550626,0.040009,0.409365,M86,T84,M13,0.68,0.13,0.09,6079,56,,,239,178,107,548,633,456,170,106,65,602,433,280,871,683,652
310,Other musculoskeletal disorders,M87,Osteonecrosis,Osteonecrosis,0.627541,0.021629,0.350829,M87,M92,M16,0.78,0.13,0.05,4404,124,119,127,378,329,201,353,341,306,209,160,95,431,372,294,184,189,192
312,Other musculoskeletal disorders,M89.0 M89.4 M89.9,"Algoneurodystrophy, Other hypertrophic osteoarthropathy, Disorder of bone, unspecified","Algoneurodystrophy, Other hypertrophic osteoarthropathy, Disorder of bone, unspecified",0.736642,0.192932,0.070426,M89,G57,E14,0.64,0.07,0.07,15307,576,719,734,1952,1633,913,997,787,791,448,491,378,947,1154,1049,534,570,634
314,Other musculoskeletal disorders,M91-M94,Chondropathies,Chondropathies,0.739208,0.197877,0.062915,M93,M92,M24,0.48,0.22,0.12,9481,415,536,784,645,574,396,146,133,112,916,1074,989,670,838,814,118,143,178
316,Other musculoskeletal disorders,T79 Bep,Certain early complications of trauma,Certain early complications of trauma,0.774975,0.170594,0.054431,M62,T79,M70,0.66,0.30,0.02,1070,55,64,143,90,69,50,,,,91,90,138,51,108,121,,,
317,Other musculoskeletal disorders,M19 M89 M84,"Other and unspecified osteoarthritis, Other disorders of bone, Disorder of continuity of bone","Other and unspecified osteoarthritis, Other disorders of bone, Disorder of continuity of bone",0.854381,0.069859,0.07576,M19,M89,M84,0.34,0.11,0.08,55746,2296,2681,3446,4753,3962,2937,2980,2730,2776,3831,3588,3125,3830,4167,3814,1485,1622,1723
318,Other musculoskeletal disorders,F07 T94 T98,"Personality & behavrl disorders due to known physiol cond, ,","Personality & behavrl disorders due to known physiol cond, ,",0.974072,0.00597,0.019958,F07,T94,T98,0.51,0.23,0.09,10582,661,696,936,889,834,668,481,421,399,826,552,425,807,674,588,265,229,231
323,Allergies,H10-H13,Disorders of conjunctiva,Disorders of conjunctiva,0.998559,0.001278,0.000164,H10,H16,Z00,0.99,0.00,0.00,14716,768,989,1582,1321,1227,968,951,823,949,645,572,556,671,640,671,398,454,531
324,Allergies,J30,Vasomotor and allergic rhinitis,Vasomotor and allergic rhinitis,0.908009,0.072508,0.019483,J30,J31,J34,0.49,0.23,0.10,97595,5625,6918,9326,7744,6626,4934,3005,2522,2963,6131,6161,6002,5517,6588,7395,2797,3327,4014
326,Allergies,J40-J47,Chronic lower respiratory diseases,Chronic lower respiratory diseases,0.924952,0.074679,0.000369,T78,J45,J30,0.47,0.40,0.10,4444,450,601,885,372,349,326,55,,51,273,254,310,125,160,233,,,
329,Allergies,L20-L30,Dermatitis and eczema,Dermatitis and eczema,0.963056,0.036805,0.000139,T78,L23,L30,0.24,0.20,0.17,3496,249,296,472,361,372,293,189,147,178,98,102,103,106,120,144,68,86,112
330,Allergies,L50-L54,Urticaria and erythema,Urticaria and erythema,0.983223,0.015711,0.001066,L50,T78,Z76,0.88,0.09,0.01,23817,1807,2197,2937,2347,1977,1461,1017,842,987,1006,930,819,1095,1213,1169,581,651,781
331,Allergies,T51-T65,Toxic effects of substances chiefly nonmedicinal as to source,Toxic effects of substances chiefly nonmedicinal as to source,0.835541,0.162631,0.001827,T63,T78,L23,0.49,0.31,0.07,1207,53,55,104,120,130,103,,,51,59,67,56,80,120,129,,,80
332,Allergies,T66-T78,Other and unspecified effects of external causes,Other and unspecified effects of external causes,0.831228,0.078392,0.090379,T78,Z13,L50,0.66,0.13,0.10,38773,2507,2981,4209,3940,3454,2654,1923,1535,1787,1716,1444,1329,1906,1995,1944,1016,1147,1286
333,Allergies,T80-T88,"Complications of surgical and medical care, not elsewhere classified","Complications of surgical and medical care, not elsewhere classified",0.66507,0.186474,0.148456,T88,T78,L27,0.47,0.28,0.11,6947,325,376,510,773,631,422,549,458,491,138,137,116,361,362,316,319,321,342
335,Injury,S02,Fracture of skull and facial bones,Fracture of skull and facial bones,0.809687,0.020994,0.169318,S02,S09,S06,0.86,0.06,0.02,11021,272,273,342,458,462,304,703,854,679,1183,660,572,871,760,665,690,638,635
338,Injury,S06,Intracranial injury,Intracranial injury,0.780725,0.02565,0.193625,S06,S09,S00,0.81,0.14,0.02,82237,1836,1781,2356,3886,3424,2403,7526,9690,7550,4068,2663,1958,5249,4252,3668,6750,6612,6565
339,Injury,S09,Other and unspecified injuries of head,Other and unspecified injuries of head,0.872966,0.053168,0.073865,S09,S02,S00,0.59,0.13,0.10,60780,1674,1588,2049,2725,2363,1826,5415,6976,5491,3772,2286,1876,3593,2927,2572,4788,4331,4528
340,Injury,S10-S19,Injuries to the neck,Injuries to the neck,0.90192,0.023055,0.075026,S13,T91,Q31,0.37,0.30,0.06,9702,772,783,957,734,664,469,261,211,210,958,619,461,767,600,445,308,240,243
341,Injury,S20-S29,Injuries to the thorax,Injuries to the thorax,0.534574,0.011718,0.453708,S22,S27,J93,0.76,0.13,0.03,27091,334,329,411,1253,989,721,1651,1886,1513,1279,963,691,2708,2853,2575,2294,2373,2268
342,Injury,S32,Fracture of lumbar spine and pelvis,Fracture of lumbar spine and pelvis,0.495766,0.008198,0.496035,S32,S39,M84,0.96,0.01,0.01,20497,198,259,325,781,704,479,3677,4831,3374,265,227,177,523,591,541,1234,1164,1147
343,Injury,S36,Injury of intra-abdominal organs,Injury of intra-abdominal organs,0.325,0.021767,0.653233,S36,S37,S39,0.71,0.18,0.04,2202,83,83,98,102,106,63,104,94,74,229,141,103,208,198,134,136,133,113
