sex,age_group,disease_id_from,disease_id_to,link_strength
Female,45-64,28,201,0.0045189108548487
Female,45-64,28,206,0.0022005051613653
Female,45-64,28,234,0.0066686208477845
Female,45-64,28,256,0.0070040797802481
Female,45-64,28,266,0.0056267306587582
Female,45-64,28,267,0.0015224673609238
Female,45-64,28,272,0.0067180201593713
Female,45-64,28,297,0.0037159255515444
Female,45-64,29,142,0.0007525843257954
Female,45-64,37,56,0.0035182931712615
Female,45-64,37,121,0.0037229750015925
Female,45-64,37,170,0.0025276082541377
Female,45-64,37,256,0.0066217633511636
Female,45-64,43,91,0.0015410414011707
Female,45-64,43,119,0.0033042151818501
Female,45-64,43,274,0.0038603164046861
Female,45-64,43,314,0.0013023851291247
Female,45-64,44,13,0.0037459578502588
Female,45-64,44,115,0.0017883567693919
Female,45-64,44,171,0.0030744991100303
Female,45-64,45,285,0.0066679935367766
Female,45-64,46,66,0.0010905271142432
Female,45-64,46,164,0.0067992495066959
Female,45-64,46,208,0.004005712657386
Female,45-64,46,241,0.0022698925927227
Female,45-64,46,255,0.0037924340124547
Female,45-64,71,2,0.0093246150035091
Female,45-64,71,8,0.0037892806434468
Female,45-64,71,72,0.0190577810361251
Female,45-64,71,73,0.0076607463379766
Female,45-64,71,76,0.009868671641745
Female,45-64,71,81,0.0037444663680664
Female,45-64,71,112,0.0070410030807547
Female,45-64,71,114,0.0168879884006881
Female,45-64,71,146,0.0167151761175074
Female,45-64,71,148,0.0170220491243653
Female,45-64,71,150,0.0118695154462834
Female,45-64,71,153,0.0052835520096913
Female,45-64,71,158,0.0037111221059488
Female,45-64,71,176,0.0101704860200413
Female,45-64,71,177,0.0017939414110854
Female,45-64,71,201,0.0035933607072118
Female,45-64,71,231,0.005525347551181
Female,45-64,71,235,0.0055746113235542
Female,45-64,71,269,0.0036449926740155
Female,45-64,71,283,0.0036424890502351
Female,45-64,71,332,0.006581538761016
Female,45-64,76,74,0.0026519291237068
Female,45-64,76,88,0.001839778374701
Female,45-64,76,91,0.0025864134755077
Female,45-64,76,93,0.0038168912559916
Female,45-64,76,101,0.0048645994896354
Female,45-64,76,146,0.0185648189864204
Female,45-64,76,159,0.0076712731157515
Female,45-64,76,182,0.0103947607432017
Female,45-64,76,208,0.0096879340270814
Female,45-64,76,209,0.0073022696425938
Female,45-64,76,212,0.0045980377224761
Female,45-64,76,213,0.0027983894108567
Female,45-64,76,214,0.0080622537051576
Female,45-64,76,226,0.0133964460211918
Female,45-64,76,230,0.019227551325605
Female,45-64,76,241,0.0048245868494686
Female,45-64,76,285,0.011617793616159
Female,45-64,76,306,0.0025088665800977
Female,45-64,76,352,0.0018504058784289
Female,45-64,76,364,0.0085605505683419
Female,45-64,77,79,0.0027487427662027
Female,45-64,77,81,0.0017878476347131
Female,45-64,77,119,0.0044316404042158
Female,45-64,77,122,0.0139363429077777
Female,45-64,77,136,0.00180924783074
Female,45-64,77,139,0.0085970636759729
Female,45-64,77,303,0.0101468867957358
Female,45-64,114,120,0.0034317019911846
Female,45-64,114,124,0.0113273964196699
Female,45-64,114,127,0.0029247128222826
Female,45-64,114,128,0.0022505665584344
Female,45-64,114,130,0.0128928594325164
Female,45-64,114,131,0.0069694892759643
Female,45-64,114,132,0.0140610126592251
Female,45-64,114,137,0.004603629347488
Female,45-64,114,150,0.0039707170411883
Female,45-64,114,153,0.0018101705876451
Female,45-64,114,341,0.0014711535130648
Female,45-64,114,368,0.0022363859859544
Female,45-64,117,88,0.0022010124057988
Female,45-64,117,108,0.0029506041175333
Female,45-64,117,114,0.0102575769612231
Female,45-64,117,124,0.0119211238590123
Female,45-64,117,255,0.0093322141432155
Female,45-64,119,96,0.002815195589143
Female,45-64,119,120,0.0052131127187612
Female,45-64,119,121,0.0052672387291206
Female,45-64,119,122,0.0084242933522207
Female,45-64,119,287,0.0079492862565588
Female,45-64,119,298,0.0030384265417302
Female,45-64,119,335,0.0029735497139935
Female,45-64,119,359,0.0038656426528689
Female,45-64,119,361,0.0030098800070562
Female,45-64,123,40,0.0018069079929551
Female,45-64,123,122,0.006858134107223
Female,45-64,123,124,0.013767664497114
Female,45-64,123,162,0.0034018196057967
Female,45-64,123,183,0.0097461138057388
Female,45-64,123,195,0.0018227888682968
Female,45-64,123,205,0.0054634581104366
Female,45-64,123,266,0.0108178095213949
Female,45-64,123,298,0.0018097741899713
Female,45-64,123,360,0.0073077645003957
Female,45-64,124,81,0.0010528812731408
Female,45-64,124,114,0.0082390946403987
Female,45-64,124,117,0.0056124252709056
Female,45-64,124,119,0.0057771650468389
Female,45-64,124,122,0.006344744026542
Female,45-64,124,123,0.0036699965135585
Female,45-64,124,140,0.0075046506396904
Female,45-64,124,195,0.0010936925792489
Female,45-64,124,207,0.004528851413969
Female,45-64,124,274,0.0034214194515365
Female,45-64,124,295,0.003752022369458
Female,45-64,124,305,0.0039980984385758
Female,45-64,124,330,0.0030725038314578
Female,45-64,124,332,0.0030766878012169
Female,45-64,126,114,0.0095816985309168
Female,45-64,126,121,0.0044084836414601
Female,45-64,126,124,0.0154647152571233
Female,45-64,126,127,0.0115206794519971
Female,45-64,126,323,0.0037707998609939
Female,45-64,130,73,0.0014351055989889
Female,45-64,130,91,0.0020770229309239
Female,45-64,130,114,0.0360116113436841
Female,45-64,130,129,0.0035350367744539
Female,45-64,130,131,0.0121673728612331
Female,45-64,130,132,0.018242382627323
Female,45-64,130,163,0.003111474061431
Female,45-64,130,206,0.0014627856398367
Female,45-64,130,212,0.002080513386745
Female,45-64,131,78,0.0025166908530378
Female,45-64,131,114,0.0070437993248973
Female,45-64,131,122,0.0024946515883796
Female,45-64,131,142,0.0011925208555859
Female,45-64,131,274,0.0029259171538602
Female,45-64,131,335,0.0012612662133752
Female,45-64,132,114,0.0066102620751129
Female,45-64,132,128,0.0022779651218738
Female,45-64,132,129,0.0039521686074964
Female,45-64,132,130,0.0126742479139374
Female,45-64,132,131,0.0059924146203457
Female,45-64,132,134,0.0010568729953505
Female,45-64,132,140,0.0073527820076696
Female,45-64,132,162,0.0014810448992729
Female,45-64,132,240,0.0014112600544094
Female,45-64,132,352,0.0010035361987338
Female,45-64,135,52,0.0037518766096132
Female,45-64,135,68,0.002634255928769
Female,45-64,135,101,0.0059858194548821
Female,45-64,135,115,0.003906616860311
Female,45-64,135,128,0.003608516249877
Female,45-64,135,129,0.003847477514439
Female,45-64,135,137,0.0045920576431852
Female,45-64,135,173,0.0027112921075104
Female,45-64,135,261,0.0057393422742137
Female,45-64,135,318,0.00256085472098
Female,45-64,135,352,0.0026559892884565
Female,45-64,139,59,0.0016229963934001
Female,45-64,139,64,0.0016576972860874
Female,45-64,139,113,0.0032427337566397
Female,45-64,139,140,0.0142546261510477
Female,45-64,139,145,0.0102128184892502
Female,45-64,139,171,0.0032261828670154
Female,45-64,139,230,0.0070414418112641
Female,45-64,139,288,0.0121546452231625
Female,45-64,139,299,0.0097928728694537
Female,45-64,139,339,0.0028525859662521
Female,45-64,140,64,0.0010337870451218
Female,45-64,140,135,0.0027031220948708
Female,45-64,140,139,0.0059799627914854
Female,45-64,140,145,0.0043100118304789
Female,45-64,140,164,0.0063058919656246
Female,45-64,140,183,0.0025704558628068
Female,45-64,140,184,0.0011504878450058
Female,45-64,140,189,0.0070802941483957
Female,45-64,140,190,0.0047555779612081
Female,45-64,140,199,0.0025979740097207
Female,45-64,140,220,0.0014336569808651
Female,45-64,140,223,0.0026733138156929
Female,45-64,140,239,0.0056142222939065
Female,45-64,144,11,0.001920290073168
Female,45-64,144,128,0.0035839090647702
Female,45-64,144,145,0.0089411244281327
Female,45-64,144,164,0.0201504629146675
Female,45-64,144,184,0.0019543956554026
Female,45-64,144,206,0.0019194805499774
Female,45-64,144,236,0.0026668367183967
Female,45-64,144,259,0.0154489251872652
Female,45-64,144,280,0.0018785343076783
Female,45-64,144,355,0.0037444542544778
Female,45-64,145,45,0.006565139029254
Female,45-64,145,55,0.0023042829203221
Female,45-64,145,108,0.0035498159184589
Female,45-64,145,112,0.0035365494811677
Female,45-64,145,116,0.0024127728561015
Female,45-64,145,125,0.0012666863572494
Female,45-64,145,134,0.0019497707436627
Female,45-64,145,138,0.0023224037328033
Female,45-64,145,139,0.0086608529168792
Female,45-64,145,142,0.0018666802280822
Female,45-64,145,144,0.0078768357528162
Female,45-64,145,146,0.0126966078361787
Female,45-64,145,153,0.0022589413004551
Female,45-64,145,164,0.0157158792779169
Female,45-64,145,168,0.0079203490805474
Female,45-64,145,170,0.0018482780214306
Female,45-64,145,200,0.0012505211901906
Female,45-64,145,208,0.0080042617032684
Female,45-64,145,222,0.0080947203593898
Female,45-64,145,223,0.0044433802801745
Female,45-64,145,226,0.0059084657892688
Female,45-64,145,270,0.0024355651583838
Female,45-64,145,285,0.0075468243606446
Female,45-64,145,288,0.0182872074556939
Female,45-64,145,295,0.0031337426602744
Female,45-64,145,299,0.0092907239140559
Female,45-64,145,301,0.0055511830943457
Female,45-64,145,324,0.0059005848322735
Female,45-64,145,365,0.001761503227923
Female,45-64,146,74,0.0011721453387953
Female,45-64,146,76,0.0112521908626569
Female,45-64,146,101,0.0030399717136127
Female,45-64,146,144,0.0031025208287855
Female,45-64,146,145,0.0064629362846203
Female,45-64,146,148,0.0063296929492771
Female,45-64,146,153,0.0021706170127993
Female,45-64,146,164,0.0170294712544462
Female,45-64,146,167,0.0026952181526186
Female,45-64,146,176,0.0036478497669142
Female,45-64,146,183,0.0052166473600649
Female,45-64,146,192,0.0045843131925427
Female,45-64,146,193,0.002621064461402
Female,45-64,146,197,0.0021283188435006
Female,45-64,146,198,0.0039102260918272
Female,45-64,146,207,0.0025287095712737
Female,45-64,146,208,0.0044994796826859
Female,45-64,146,259,0.0085357308960989
Female,45-64,146,261,0.0033525819138149
Female,45-64,146,273,0.0036743153267459
Female,45-64,146,282,0.0010364733249816
Female,45-64,146,287,0.0042341662013326
Female,45-64,146,288,0.0094931298031993
Female,45-64,146,301,0.0036163139339096
Female,45-64,146,324,0.007817349009939
Female,45-64,146,290345,0.0013099362554358
Female,45-64,148,150,0.0039530770829388
Female,45-64,148,200,0.0009412078245287
Female,45-64,148,208,0.0045581070484866
Female,45-64,148,253,0.0040633256168014
Female,45-64,148,284,0.0052543665641087
Female,45-64,148,285,0.0049910588832646
Female,45-64,148,288,0.0103662036533098
Female,45-64,148,293,0.0020703874593121
Female,45-64,148,297,0.0054655453309326
Female,45-64,148,299,0.0072310616810359
Female,45-64,148,300,0.0051027071783738
Female,45-64,148,303,0.0066314104366285
Female,45-64,148,333,0.0008445863102475
Female,45-64,148,290350,0.0017100782266196
Female,45-64,150,56,0.00329535748584
Female,45-64,150,108,0.0064529160040995
Female,45-64,150,110,0.0045050778277776
Female,45-64,150,127,0.0064774535312899
Female,45-64,150,130,0.0095942553241717
Female,45-64,150,145,0.0092480834921548
Female,45-64,150,153,0.0048307791521916
Female,45-64,150,196,0.0084471117519772
Female,45-64,150,222,0.0196019158465662
Female,45-64,150,235,0.0032050719938942
Female,45-64,150,267,0.0033198442718575
Female,45-64,150,276,0.009240226595207
Female,45-64,150,288,0.018753719887787
Female,45-64,150,303,0.0139355106955886
Female,45-64,150,335,0.0034385353458284
Female,45-64,150,340,0.0033691841334868
Female,45-64,150,346,0.0032825553227135
Female,45-64,150,359,0.0046169861615351
Female,45-64,159,20,0.0084380016253103
Female,45-64,159,38,0.0037534771074837
Female,45-64,159,71,0.0047370520862609
Female,45-64,159,80,0.0052654364723853
Female,45-64,159,95,0.0025941390982908
Female,45-64,159,146,0.0218593562621641
Female,45-64,159,166,0.0071802062713685
Female,45-64,159,168,0.0131722827572132
Female,45-64,159,234,0.0060561739777746
Female,45-64,159,235,0.0040071744084411
Female,45-64,159,236,0.0039121449066847
Female,45-64,159,267,0.0026892178920562
Female,45-64,164,12,0.0011810324879871
Female,45-64,164,65,0.0007414527838742
Female,45-64,164,71,0.001660072567541
Female,45-64,164,95,0.000825623332204
Female,45-64,164,113,0.0015774789908249
Female,45-64,164,117,0.0019609367891461
Female,45-64,164,140,0.0039817859636209
Female,45-64,164,145,0.0059882512178079
Female,45-64,164,146,0.0085209570149289
Female,45-64,164,148,0.00599790720121
Female,45-64,164,159,0.002617809524358
Female,45-64,164,162,0.0032582074572863
Female,45-64,164,166,0.0023819728496557
Female,45-64,164,168,0.0067646399429704
Female,45-64,164,171,0.0017174966346927
Female,45-64,164,176,0.0016902353033041
Female,45-64,164,178,0.0015571683657104
Female,45-64,164,181,0.003174763828572
Female,45-64,164,189,0.0019195287340685
Female,45-64,164,198,0.0045992272658906
Female,45-64,164,199,0.0035867206020963
Female,45-64,164,208,0.0080052480847163
Female,45-64,164,222,0.0057165832518048
Female,45-64,164,223,0.0026889272642391
Female,45-64,164,230,0.0043765625224155
Female,45-64,164,239,0.005284725465977
Female,45-64,164,241,0.0017663365943193
Female,45-64,164,252,0.0008218980618537
Female,45-64,164,266,0.0032675865209503
Female,45-64,164,284,0.0044750563338094
Female,45-64,164,285,0.0038213020764763
Female,45-64,164,288,0.0068289367552355
Female,45-64,164,293,0.0017168714631344
Female,45-64,164,298,0.000520654848111
Female,45-64,164,299,0.0060867423344667
Female,45-64,164,301,0.0022086895925619
Female,45-64,164,318,0.000816474445744
Female,45-64,164,332,0.0021809731402636
Female,45-64,164,340,0.0007184773748576
Female,45-64,164,364,0.0043377488100896
Female,45-64,166,2,0.0057867673648057
Female,45-64,166,26,0.0027213344617226
Female,45-64,166,55,0.0037673896183325
Female,45-64,166,56,0.0028089700187628
Female,45-64,166,74,0.0028243771335358
Female,45-64,166,108,0.0038648029137347
Female,45-64,166,146,0.0152219222241462
Female,45-64,166,167,0.0058492268433524
Female,45-64,166,193,0.0041170999930137
Female,45-64,166,196,0.0079342449651089
Female,45-64,166,205,0.0041859125322063
Female,45-64,166,208,0.0102634008311604
Female,45-64,166,209,0.0052858828021042
Female,45-64,166,229,0.005661417345107
Female,45-64,166,234,0.0046520916707572
Female,45-64,166,235,0.0042192632188836
Female,45-64,166,269,0.0028037036316128
Female,45-64,166,270,0.0027188037393439
Female,45-64,166,301,0.0058330049561364
Female,45-64,167,2,0.0038714832354523
Female,45-64,167,26,0.0025193146497676
Female,45-64,167,35,0.0036224230807739
Female,45-64,167,76,0.0071634267013985
Female,45-64,167,79,0.0027214162710076
Female,45-64,167,81,0.0027278113572315
Female,45-64,167,93,0.0049258106912811
Female,45-64,167,96,0.0026554132189603
Female,45-64,167,101,0.0045706972521124
Female,45-64,167,146,0.0134914746906101
Female,45-64,167,164,0.0192873878123491
Female,45-64,167,166,0.0100269619817796
Female,45-64,167,168,0.0235527188283456
Female,45-64,167,169,0.0130669849988153
Female,45-64,167,181,0.0063203124596926
Female,45-64,167,198,0.0083946314603664
Female,45-64,167,218,0.0040046930523574
Female,45-64,167,259,0.0191732543247799
Female,45-64,167,287,0.0085846958412885
Female,45-64,168,12,0.0017680171173217
Female,45-64,168,78,0.0037403124639453
Female,45-64,168,88,0.0009511915985645
Female,45-64,168,113,0.0024141666226246
Female,45-64,168,146,0.0089200543854572
Female,45-64,168,159,0.0026748626252365
Female,45-64,168,162,0.0016936436383491
Female,45-64,168,164,0.0197790045466324
Female,45-64,168,166,0.0038495510759774
Female,45-64,168,167,0.0061150879956224
Female,45-64,168,169,0.0027234743995055
Female,45-64,168,170,0.0012502816953221
Female,45-64,168,189,0.0033645588620064
Female,45-64,168,200,0.0009867570779194
Female,45-64,168,208,0.0069672947664269
Female,45-64,168,239,0.0055915861785187
Female,45-64,168,265,0.0018355264203937
Female,45-64,168,323,0.0015878588514275
Female,45-64,169,93,0.0052665699438227
Female,45-64,169,95,0.0043228547296337
Female,45-64,169,130,0.0092944251023454
Female,45-64,169,167,0.0091469806118286
Female,45-64,169,181,0.0100715848766966
Female,45-64,169,188,0.0029362443603595
Female,45-64,169,193,0.0055986929455124
Female,45-64,169,201,0.0027041182941439
Female,45-64,169,206,0.0028756383124582
Female,45-64,169,214,0.0091488462417753
Female,45-64,169,266,0.0094711652352811
Female,45-64,169,341,0.0027372306971972
Female,45-64,169,345,0.0063258816815547
Female,45-64,171,67,0.0034134715502391
Female,45-64,171,101,0.0080503413783259
Female,45-64,171,112,0.0047300934837058
Female,45-64,171,135,0.0060793484586686
Female,45-64,171,156,0.0036098152072415
Female,45-64,171,176,0.0092691797880145
Female,45-64,171,178,0.0048327523550183
Female,45-64,171,268,0.0047761894458244
Female,45-64,171,162164,0.0035237002786455
Female,45-64,176,108,0.008095221993043
Female,45-64,176,112,0.0079569182704382
Female,45-64,176,139,0.0123372805293112
Female,45-64,176,149,0.0049983659214018
Female,45-64,176,171,0.0074106444174262
Female,45-64,176,178,0.0080501415726319
Female,45-64,176,188,0.0033358449940414
Female,45-64,176,208,0.0112838760348313
Female,45-64,176,218,0.0030219629375843
Female,45-64,176,220,0.0046617167367835
Female,45-64,176,232,0.0031330139102464
Female,45-64,176,298,0.0016470202892395
Female,45-64,176,338,0.0057921818397222
Female,45-64,181,71,0.0046453428097552
Female,45-64,181,73,0.0021008515887635
Female,45-64,181,91,0.0030050488943813
Female,45-64,181,114,0.0102744165746303
Female,45-64,181,124,0.0078162252398308
Female,45-64,181,128,0.0029520005649891
Female,45-64,181,137,0.0046248458431151
Female,45-64,181,164,0.0224673604391347
Female,45-64,181,166,0.0064542364222597
Female,45-64,181,173,0.002133727780951
Female,45-64,181,176,0.00859290137849
Female,45-64,181,177,0.0021603872539877
Female,45-64,181,191,0.0030940951936249
Female,45-64,181,199,0.0072720616851562
Female,45-64,181,209,0.0036678346899248
Female,45-64,181,232,0.0018954093443941
Female,45-64,181,234,0.0043599155087956
Female,45-64,181,235,0.0029320223348004
Female,45-64,181,271,0.0021271210873736
Female,45-64,181,288,0.017265245634293
Female,45-64,181,299,0.0138727183095494
Female,45-64,181,352,0.0021125795602003
Female,45-64,181,363,0.0029069334330462
Female,45-64,182,1,0.0011413156206133
Female,45-64,182,96,0.0013016763210936
Female,45-64,182,183,0.0049535097823864
Female,45-64,182,293,0.0027354444468918
Female,45-64,183,55,0.0030609785361098
Female,45-64,183,78,0.0050291838387064
Female,45-64,183,88,0.0017703821411645
Female,45-64,183,137,0.003807807373131
Female,45-64,183,165,0.0031374706575744
Female,45-64,183,170,0.002643674929812
Female,45-64,183,182,0.0091301872761504
Female,45-64,183,205,0.0035090647578484
Female,45-64,183,206,0.0017634852788928
Female,45-64,183,221,0.0017465589104864
Female,45-64,183,224,0.0017689714386834
Female,45-64,183,233,0.0024861815923806
Female,45-64,183,332,0.0037801499861527
Female,45-64,183,364,0.0093388053539875
Female,45-64,189,11,0.0018997899376708
Female,45-64,189,134,0.0019045087131695
Female,45-64,189,138,0.0056723798152951
Female,45-64,189,140,0.0245383879017297
Female,45-64,189,142,0.0017764971417812
Female,45-64,189,146,0.0105468452795732
Female,45-64,189,164,0.0137117919086655
Female,45-64,189,190,0.0061973436225867
Female,45-64,189,209,0.0044061242647991
Female,45-64,189,265,0.002621069919094
Female,45-64,189,267,0.0018389471031814
Female,45-64,189,290,0.0067349526358417
Female,45-64,189,354,0.0041718111523362
Female,45-64,189,361,0.0019215441990877
Female,45-64,189,365,0.0038039258662931
Female,45-64,190,86,0.0020122588585532
Female,45-64,190,95,0.0015688394038153
Female,45-64,190,138,0.0025068722079837
Female,45-64,190,140,0.0246688090424184
Female,45-64,190,142,0.0015600648421965
Female,45-64,190,145,0.0055785174091156
Female,45-64,190,149,0.0021357473775657
Female,45-64,190,189,0.0106890573579259
Female,45-64,190,208,0.0064048957636596
Female,45-64,190,273,0.0037681778845679
Female,45-64,190,280,0.0016307844051321
Female,45-64,190,303,0.0069267591448017
Female,45-64,192,61,0.0024180083709154
Female,45-64,192,68,0.0020185520084775
Female,45-64,192,137,0.0040180130490479
Female,45-64,192,145,0.0099730349085951
Female,45-64,192,146,0.0142446993152892
Female,45-64,192,183,0.0039308127588533
Female,45-64,192,190,0.0054971404504601
Female,45-64,192,191,0.0017907250770996
Female,45-64,192,193,0.0025703686456892
Female,45-64,192,197,0.0022349896108191
Female,45-64,192,198,0.0068862842451904
Female,45-64,192,199,0.0033271903956724
Female,45-64,192,208,0.0057358084557595
Female,45-64,192,222,0.0123803362775174
Female,45-64,192,259,0.0098459495299824
Female,45-64,192,285,0.0085345135824831
Female,45-64,192,287,0.0043490205264954
Female,45-64,192,295,0.0026907973441933
Female,45-64,192,324,0.0071226523223621
Female,45-64,192,329,0.0010077294067504
Female,45-64,192,340,0.0019964921409444
Female,45-64,192,358,0.0025099272465816
Female,45-64,196,1,0.0025570624904782
Female,45-64,196,23,0.0091897641032543
Female,45-64,196,26,0.0036354507449169
Female,45-64,196,81,0.0025505316157014
Female,45-64,196,83,0.0024966294316501
Female,45-64,196,95,0.0023813818417891
Female,45-64,196,101,0.00432254375106
Female,45-64,196,108,0.0033255973379504
Female,45-64,196,153,0.0034576340852848
Female,45-64,196,189,0.006084844222931
Female,45-64,196,197,0.0076692649481062
Female,45-64,196,198,0.0090982871989867
Female,45-64,196,199,0.0118005905382352
Female,45-64,196,205,0.0050199389454023
Female,45-64,196,206,0.0024687803987988
Female,45-64,196,239,0.0148329322367439
Female,45-64,196,253,0.0100499877090112
Female,45-64,196,274,0.0054634691841289
Female,45-64,196,290,0.0108796958023576
Female,45-64,198,40,0.0013250442192177
Female,45-64,198,108,0.0022357541758528
Female,45-64,198,114,0.0069201956239252
Female,45-64,198,139,0.0076028425929193
Female,45-64,198,146,0.0152030117987899
Female,45-64,198,148,0.0090293568645785
Female,45-64,198,149,0.0018763591093413
Female,45-64,198,164,0.0177168859755819
Female,45-64,198,168,0.0082571372072231
Female,45-64,198,169,0.0037623119356031
Female,45-64,198,192,0.0177890516614627
Female,45-64,198,200,0.00130058885002
Female,45-64,198,201,0.003328681907125
Female,45-64,198,208,0.0119851745318536
Female,45-64,198,209,0.0027700090248632
Female,45-64,198,214,0.0039731865971484
Female,45-64,198,219,0.0054799886775143
Female,45-64,198,301,0.0042876448525984
Female,45-64,198,324,0.0108444869053612
Female,45-64,198,364,0.007407364661581
Female,45-64,199,23,0.0122365291414847
Female,45-64,199,96,0.0024661242097163
Female,45-64,199,112,0.0047973206140249
Female,45-64,199,146,0.025203985367901
Female,45-64,199,147,0.0025159855840202
Female,45-64,199,158,0.0025945505132348
Female,45-64,199,162,0.0035376184005284
Female,45-64,199,163,0.0046094000532491
Female,45-64,199,164,0.0220444543843193
Female,45-64,199,165,0.0046189572159097
Female,45-64,199,168,0.0122529198902419
Female,45-64,199,173,0.002630325170604
Female,45-64,199,181,0.010089408436835
Female,45-64,199,196,0.020852086238378
Female,45-64,199,197,0.0034562693563542
Female,45-64,199,201,0.0053238047821438
Female,45-64,199,232,0.0025074492271059
Female,45-64,199,295,0.0044499543686855
Female,45-64,199,306,0.0036545607092992
Female,45-64,199,342,0.0025088421680899
Female,45-64,199,353,0.0032794043828322
Female,45-64,208,74,0.0018302271076604
Female,45-64,208,86,0.0021067498572232
Female,45-64,208,93,0.0027496796741531
Female,45-64,208,99,0.0010492072460562
Female,45-64,208,108,0.0026296297904449
Female,45-64,208,123,0.0030730327715448
Female,45-64,208,146,0.0065775129271632
Female,45-64,208,148,0.0104782374662917
Female,45-64,208,162,0.002316412443911
Female,45-64,208,164,0.0161823967634453
Female,45-64,208,168,0.0066654801138931
Female,45-64,208,209,0.0021090090329391
Female,45-64,208,212,0.0020376448498515
Female,45-64,208,214,0.008660895209818
Female,45-64,208,222,0.0132787742533946
Female,45-64,208,223,0.0036531292635699
Female,45-64,208,226,0.0073603930077321
Female,45-64,208,230,0.0067955652908701
Female,45-64,208,259,0.0097029524093679
Female,45-64,208,276,0.0035054620893883
Female,45-64,208,284,0.0075153104292308
Female,45-64,208,286,0.0027111673876843
Female,45-64,208,288,0.008779059753837
Female,45-64,208,299,0.0077841746508943
Female,45-64,208,301,0.0033078304061793
Female,45-64,208,303,0.0100567052882174
Female,45-64,208,365,0.0013632988927841
Female,45-64,208,162164,0.0014752332913716
Female,45-64,214,18,0.0045202402386172
Female,45-64,214,61,0.0037835456974612
Female,45-64,214,73,0.0026173411163289
Female,45-64,214,138,0.0037074524396913
Female,45-64,214,218,0.0037721565796436
Female,45-64,214,226,0.0137085344433126
Female,45-64,214,279,0.0052276033140425
Female,45-64,219,2,0.0019732511690713
Female,45-64,219,118,0.0014011312665192
Female,45-64,219,147,0.0020389474078232
Female,45-64,219,217,0.0026731725619457
Female,45-64,219,221,0.0020655312405142
Female,45-64,219,222,0.0137247100065083
Female,45-64,219,226,0.0093043099284155
Female,45-64,219,348,0.0026850741634784
Female,45-64,222,65,0.0009994561091305
Female,45-64,222,108,0.0017637177709436
Female,45-64,222,132,0.0049140097267942
Female,45-64,222,135,0.0028632310705677
Female,45-64,222,137,0.0019822440109889
Female,45-64,222,146,0.0070933260835386
Female,45-64,222,164,0.012294859245442
Female,45-64,222,168,0.0064357270554483
Female,45-64,222,208,0.0054532527442219
Female,45-64,222,212,0.0016300758606399
Female,45-64,222,219,0.0054026101347008
Female,45-64,222,220,0.0014821782077625
Female,45-64,222,221,0.0009243835506902
Female,45-64,222,223,0.0040328695383859
Female,45-64,222,239,0.0041363589247166
Female,45-64,222,253,0.0051601774964387
Female,45-64,222,255,0.0074564088281196
Female,45-64,222,259,0.0074496841765051
Female,45-64,222,266,0.0034757618618178
Female,45-64,222,279,0.0031450019828221
Female,45-64,222,288,0.0101035653864159
Female,45-64,222,295,0.0032062108419274
Female,45-64,222,299,0.0071184351927197
Female,45-64,222,301,0.0031093184422817
Female,45-64,222,303,0.0067281896329262
Female,45-64,222,324,0.0038273752104775
Female,45-64,222,364,0.0051761754481583
Female,45-64,222,239255,0.0022512500765785
Female,45-64,223,59,0.0047993458715525
Female,45-64,223,61,0.0030069717061858
Female,45-64,223,74,0.0031045213040785
Female,45-64,223,145,0.0115784590579198
Female,45-64,223,147,0.0030593318397544
Female,45-64,223,151,0.0046559609638869
Female,45-64,223,164,0.0246143185342941
Female,45-64,223,208,0.015457727413523
Female,45-64,223,209,0.0042767772220246
Female,45-64,223,213,0.0031074642055989
Female,45-64,223,216,0.003133722685486
Female,45-64,223,222,0.016941959943105
Female,45-64,223,224,0.0031961697464259
Female,45-64,223,241,0.0055281085120489
Female,45-64,223,254,0.0029640401572223
Female,45-64,223,275,0.0068663446190485
Female,45-64,223,300,0.0104673808611555
Female,45-64,223,301,0.0096151912159255
Female,45-64,223,318,0.0047866180545183
Female,45-64,223,359,0.0042569702490516
Female,45-64,223,368,0.0043715049496883
Female,45-64,226,11,0.0021027522487033
Female,45-64,226,37,0.0048944923946877
Female,45-64,226,40,0.0013932940281871
Female,45-64,226,91,0.0025402654285499
Female,45-64,226,93,0.0057159149594039
Female,45-64,226,101,0.0034802674525053
Female,45-64,226,163,0.0059102756450592
Female,45-64,226,164,0.012562314720119
Female,45-64,226,212,0.0047596005869354
Female,45-64,226,214,0.0061648315619166
Female,45-64,226,219,0.0124468190375543
Female,45-64,226,222,0.0139918278081801
Female,45-64,226,223,0.0061697083252528
Female,45-64,226,235,0.0019657357722904
Female,45-64,230,12,0.0033248509112708
Female,45-64,230,96,0.001858377946431
Female,45-64,230,108,0.0020391093530664
Female,45-64,230,110,0.0025162549022788
Female,45-64,230,208,0.0135783648428806
Female,45-64,230,213,0.0019450610958251
Female,45-64,230,214,0.0049854698601247
Female,45-64,230,218,0.0018050789556653
Female,45-64,230,222,0.0078615694137055
Female,45-64,230,223,0.0077930601011023
Female,45-64,230,229,0.0038555771952803
Female,45-64,230,231,0.0024112050456315
Female,45-64,230,258,0.0028126769815122
Female,45-64,230,285,0.0072030414840825
Female,45-64,230,290345,0.0014368235050587
Female,45-64,230,338364,0.0013282937455155
Female,45-64,239,1,0.0013683551686968
