disease_group,disease_id,disease,outcome,income,sex,age_group,rel_year,estimate,ci_low,ci_high,p_value,n
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,45-64,4,-138.5967407226563,-1979.2979,1702.1044,.88267469,2228
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,45-64,5,30.48675727844238,-2096.3533,2157.3267,.97758621,2228
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,45-64,-1,96.4224853515625,-371.81973,564.66473,.68649822,2228
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,45-64,-2,0,0,0,,2228
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,45-64,-3,24.57248115539551,-353.32431,402.46927,.89858609,2228
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,45-64,-4,-139.5456390380859,-662.81525,383.724,.60118783,2228
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,45-64,-5,0,0,0,,2228
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,0,3860.409912109375,2405.6106,5315.209,1.9822451e-07,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,1,1713.265625,72.711411,3353.8198,.040670887,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,2,1799.365966796875,-172.21698,3770.949,.073647872,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,3,2309.3115234375,-121.09158,4739.7148,.062554389,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,4,2117.033447265625,-705.77856,4939.8452,.14157596,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,5,3500.6455078125,46.493866,6954.7974,.046990905,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,-1,558.3606567382813,-478.63342,1595.3547,.2912674,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,-2,0,0,0,,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,-3,-481.7955932617188,-1039.8718,76.280609,.09062738,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,-4,-383.8952331542969,-941.55743,173.767,.17725156,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Low,Male,65-75,-5,0,0,0,,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,0,3860.409912109375,2405.6106,5315.209,1.9822451e-07,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,1,1713.265625,72.711411,3353.8198,.040670887,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,2,1799.365966796875,-172.21698,3770.949,.073647872,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,3,2309.3115234375,-121.09158,4739.7148,.062554389,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,4,2117.033447265625,-705.77856,4939.8452,.14157596,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,5,3500.6455078125,46.493866,6954.7974,.046990905,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,-1,558.3606567382813,-478.63342,1595.3547,.2912674,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,-2,0,0,0,,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,-3,-481.7955932617188,-1039.8718,76.280609,.09062738,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,-4,-383.8952331542969,-941.55743,173.767,.17725156,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,Medium,Male,65-75,-5,0,0,0,,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,0,3860.409912109375,2405.6106,5315.209,1.9822451e-07,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,1,1713.265625,72.711411,3353.8198,.040670887,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,2,1799.365966796875,-172.21698,3770.949,.073647872,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,3,2309.3115234375,-121.09158,4739.7148,.062554389,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,4,2117.033447265625,-705.77856,4939.8452,.14157596,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,5,3500.6455078125,46.493866,6954.7974,.046990905,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,-1,558.3606567382813,-478.63342,1595.3547,.2912674,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,-2,0,0,0,,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,-3,-481.7955932617188,-1039.8718,76.280609,.09062738,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,-4,-383.8952331542969,-941.55743,173.767,.17725156,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,80,High,Male,65-75,-5,0,0,0,,1008
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,0,.0287175718694925,-.01232083,.069755971,.1702019,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,1,.0522060543298721,-.0094745923,.1138867,.097129926,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,2,.0647691041231155,-.017647663,.14718588,.12348459,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,3,.1154408007860184,.0088814618,.22200014,.033723593,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,4,.1259792298078537,-.0049191662,.25687763,.059248731,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,5,.1598833799362183,-.0011786446,.32094541,.051695976,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,-1,.0113246338441968,-.0067840219,.02943329,.22030114,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,-2,0,0,0,,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,-3,-.0012451143702492,-.014398665,.011908437,.85281062,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,-4,-.0041556432843208,-.020318884,.012007597,.61431408,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,25-44,-5,0,0,0,,217
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,0,.0073473225347698,-.015251813,.029946458,.52397776,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,1,.0254413392394781,-.010336276,.061218955,.16339333,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,2,.0336047299206257,-.01256822,.07977768,.15372683,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,3,.0301222335547209,-.027199807,.087444276,.30302739,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,4,.0307743903249502,-.042704504,.10425328,.41171113,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,5,.0341134071350098,-.055134065,.12336088,.45374969,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,-1,.0092179290950298,-.0047909399,.023226798,.19715725,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,-2,0,0,0,,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,-3,.0001112914906116,-.0053886697,.0056112525,.96836376,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,-4,-.0001729336072458,-.011415613,.011069746,.97594863,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,25-44,-5,0,0,0,,412
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,0,.0024985373020172,-.010284585,.01528166,.70165032,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,1,.0064035714603961,-.01440126,.027208403,.54632688,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,2,.0149047775194049,-.013076293,.042885847,.29646677,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,3,.0197388455271721,-.016293809,.0557715,.28295872,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,4,.0250837169587612,-.019519173,.069686607,.27034765,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,5,.0250321291387081,-.026740521,.076804779,.34330156,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,-1,-.0002307873801328,-.0069288914,.0064673163,.9461574,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,-2,0,0,0,,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,-3,.0002183761098422,-.0036676216,.004104374,.91229564,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,-4,.0039392458274961,-.0005958011,.0084742932,.088661499,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,25-44,-5,0,0,0,,661
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,0,.0108485836535692,-.010177121,.031874288,.31187448,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,1,.0243929158896208,-.0076771849,.056463018,.13601394,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,2,.0377212278544903,-.0079352418,.083377697,.10537291,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,3,.0410889089107513,-.018625284,.1008031,.17744556,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,4,.0483616031706333,-.027691402,.12441461,.21263553,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,5,.0432373993098736,-.051360749,.13783555,.37033543,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,-1,-.003741153748706,-.014375449,.0068931417,.49049005,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,-2,0,0,0,,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,-3,.0008675329736434,-.0078658285,.0096008936,.84562969,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,-4,-.0035127934534103,-.013476769,.0064511811,.48956752,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Female,45-64,-5,0,0,0,,597
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,0,.0014426566194743,-.015875261,.018760575,.87030083,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,1,.0068068658001721,-.020176694,.033790424,.62100315,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,2,.0169445481151342,-.019648954,.053538051,.36410332,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,3,.0349435172975063,-.0136389,.083525933,.1586121,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,4,.0577961876988411,-.0029678673,.11856024,.062283974,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,5,.0704822391271591,-.004848165,.14581265,.066675223,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,-1,-.0044577615335584,-.013347212,.0044316887,.32566929,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,-2,0,0,0,,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,-3,-.0022335837129503,-.00840127,.0039341026,.47782815,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,-4,.0000435993097199,-.0075015486,.0075887474,.99096352,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Female,45-64,-5,0,0,0,,790
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,0,-.0113400919362903,-.026387855,.0037076722,.13965724,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,1,-.0117396814748645,-.03703643,.013557068,.36303657,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,2,-.0151037350296974,-.053061642,.022854172,.43545052,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,3,-.0122479712590575,-.060822874,.036326934,.62116051,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,4,-.018065731972456,-.079322927,.043191459,.56324011,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,5,-.0314140021800995,-.10607045,.043242443,.40952465,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,-1,-.0052930261008441,-.012660819,.0020747671,.15911186,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,-2,0,0,0,,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,-3,.0005182771128602,-.0054777809,.0065143351,.86547011,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,-4,.0006129376706667,-.0047602961,.0059861713,.82308263,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Female,45-64,-5,0,0,0,,497
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,0,-.0000553391873837,-.012907392,.012796714,.99326634,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,1,-.0094759268686175,-.034966152,.0160143,.46623108,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,2,.0003262667451054,-.035368368,.036020905,.98570639,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,3,.0019350686343387,-.044670559,.048540697,.93514031,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,4,.0183516852557659,-.045447279,.082150646,.57289612,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,5,-.0071368087083101,-.087555215,.073281601,.861911,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,-1,-.0011760975467041,-.0077970633,.005444868,.7277205,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,-2,0,0,0,,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,-3,-.0004331315285526,-.0079578161,.007091553,.91017294,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,-4,-.0025771132204682,-.0079764966,.0028222697,.34952885,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,25-44,-5,0,0,0,,275
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,0,-.0018420505803078,-.0069459537,.0032618525,.47932792,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,1,-.0028856839053333,-.011168675,.0053973082,.49470931,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,2,.0004336570564192,-.012645155,.013512469,.94818342,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,3,-.0012429840862751,-.017026577,.01454061,.8773312,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,4,-.0073351822793484,-.027198784,.01252842,.46919838,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,5,-.0192658584564924,-.049523573,.010991856,.21203765,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,-1,-.0008399525540881,-.0033337171,.0016538121,.50914514,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,-2,0,0,0,,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,-3,-.0008142530568875,-.004329206,.0027006997,.64979863,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,-4,-.0041190083138645,-.0090554226,.00081740587,.10195485,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,25-44,-5,0,0,0,,434
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,0,.0018580540781841,-.0037058054,.0074219136,.51276195,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,1,.0062764431349933,-.0070456173,.019598503,.35578948,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,2,.0103966947644949,-.009072884,.029866274,.29526845,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,3,.0088596167042851,-.017128414,.034847647,.50401461,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,4,.0096848951652646,-.02467005,.044039838,.58058017,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,5,.0112532302737236,-.03346955,.055976011,.62188619,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,-1,-.0001275685208384,-.0021056088,.0018504717,.89941132,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,-2,0,0,0,,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,-3,-.0004033804580104,-.0014435777,.00063681678,.44721103,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,-4,.0000730077590561,-.0010429887,.0011890042,.89797336,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,25-44,-5,0,0,0,,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,0,.0129807582125068,-.0079517523,.03391327,.22419694,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,1,.0344027802348137,-.0023893476,.07119491,.066845112,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,2,.0724529549479485,.014424141,.13048176,.014397315,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,3,.096763901412487,.019171318,.17435649,.014514548,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,4,.1042594686150551,.0057772058,.20274173,.037988547,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,5,.1253128498792648,.0042374809,.24638821,.042499308,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,-1,-.0019641132093966,-.01376873,.0098405033,.74433738,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,-2,0,0,0,,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,-3,.0035757317673415,-.0028502955,.010001759,.27543461,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,-4,-.0022760899737477,-.013135927,.0085837469,.68122494,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Low,Male,45-64,-5,0,0,0,,351
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,0,-.004079953301698,-.018564168,.010404262,.58088112,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,1,.0052682282403111,-.018880509,.029416965,.66895056,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,2,.0155412498861551,-.020001104,.051083606,.39142853,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,3,.0252213533967733,-.021565279,.072007984,.290703,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,4,.0391349643468857,-.020144667,.098414592,.19568473,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,5,.0584567002952099,-.016190832,.13310423,.12481289,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,-1,-.0045669837854803,-.012491371,.0033574027,.25865006,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,-2,0,0,0,,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,-3,.0023978718090802,-.0035084777,.0083042216,.42619202,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,-4,.0034306072629988,-.0035314963,.010392711,.33414495,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,Medium,Male,45-64,-5,0,0,0,,731
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,0,-.0006860501598567,-.0062292642,.0048571639,.8083328,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,1,.002448929939419,-.005514706,.010412566,.54668999,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,2,.0008270190446638,-.012725471,.014379509,.90479535,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,3,-.0127712162211537,-.031073112,.0055306796,.17140462,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,4,-.0163089781999588,-.044645235,.012027278,.25928563,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,5,-.0311112944036722,-.067045115,.0048225266,.089704856,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,-1,.0005621592863463,-.002890843,.0040151617,.74965525,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,-2,0,0,0,,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,-3,.0003799215483014,-.00092844811,.0016882912,.56926078,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,-4,-.0013645072467625,-.0033766846,.00064767007,.1838069,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,81,High,Male,45-64,-5,0,0,0,,651
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,0,-.0013115147594362,-.013416977,.010793948,.83183569,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,1,-.0028648721054196,-.018988159,.013258414,.72764242,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,2,-.0052520213648677,-.02603831,.015534266,.62043881,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,3,-.0060051451437175,-.03157388,.019563591,.64527857,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,4,-.0056914323940873,-.036039777,.024656912,.71319228,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,5,.0069788279943168,-.033212617,.047170274,.73360527,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,-1,-.0015136717120185,-.010234832,.0072074882,.73371822,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,-2,0,0,0,,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,-3,-.0023027183488011,-.007295073,.0026896363,.36596999,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,-4,-.002526588505134,-.0088618472,.0038086697,.43440557,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Female,65-75,-5,0,0,0,,423
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,0,-.0078501375392079,-.033229243,.017528968,.54434389,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,1,-.0141875315457582,-.052315492,.023940429,.4658047,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,2,-.0078401314094663,-.053888679,.038208414,.73860174,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,3,-.0022937420289963,-.058160998,.053573512,.93586206,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,4,.0035441098734736,-.066266194,.073354408,.9207375,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,5,.0192665308713913,-.057740327,.096273392,.62386709,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,-1,-.001737646642141,-.017731315,.01425602,.8313691,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,-2,0,0,0,,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,-3,-.000473876047181,-.0067890906,.0058413385,.88307446,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,-4,.000589313567616,-.0048270314,.0060056583,.83112925,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Medium,Female,65-75,-5,0,0,0,,318
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,0,.0046533360145986,-.0036139167,.012920588,.26993477,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,1,.0115004349499941,-.0018889249,.024889795,.092280284,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,2,.0063294670544565,-.010736921,.023395855,.46728012,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,3,.0034961178898811,-.017597962,.024590198,.74529535,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,4,.0117111932486296,-.021772079,.045194466,.49300668,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,5,.0067897727712989,-.035151351,.048730899,.75101531,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,-1,.006533544510603,-.0025192592,.015586348,.15719712,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,-2,0,0,0,,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,-3,.0000607804904575,-.0016171939,.0017387548,.9434008,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,-4,-.0016148594440892,-.0050932155,.0018634965,.36284971,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,High,Female,65-75,-5,0,0,0,,387
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Male,65-75,0,.0063361334614456,-.017160336,.029832603,.59712464,293
Other neoplasms,59,Benign neoplasm of bone and articular cartilage,83,Low,Male,65-75,1,.0009277752833441,-.034109872,.035965424,.95860869,293
